InspectionId,Date,SupplierId,Material,MaterialLotId,PurchaseOrderId,Characteristic,Standard,Method,Unit,ResultValue,LSL,Nominal,USL,Result,Inspector
RI-003910,2026-05-04,SUP-003,PETG,RM-PETG-00093,PO-6048,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.6695,0.0,0.9,2.2,Pass,Diogo Ferreira
RI-003911,2026-05-04,SUP-002,PP-PCR,RM-PP-PCR-00097,PO-6049,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,2.967,1.8,2.8,4.8,Pass,Elena Santos
RI-003912,2026-05-04,SUP-002,PP-PCR,RM-PP-PCR-00097,PO-6049,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9035,0.898,0.904,0.912,Pass,Ana Silva
RI-003913,2026-05-04,SUP-002,PP-PCR,RM-PP-PCR-00097,PO-6049,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,4.3334,0.0,4.0,10.0,Pass,Elena Santos
RI-003914,2026-05-04,SUP-002,PP-PCR,RM-PP-PCR-00097,PO-6049,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,22.8994,24.0,30.0,36.0,Fail,Carlos Mendes
RI-003915,2026-05-05,SUP-001,LDPE,RM-LDPE-00104,PO-6050,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.6979,0.5,0.75,1.1,Pass,Beatriz Costa
RI-003916,2026-05-05,SUP-001,LDPE,RM-LDPE-00104,PO-6050,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9211,0.918,0.922,0.926,Pass,Beatriz Costa
RI-003917,2026-05-05,SUP-001,LDPE,RM-LDPE-00104,PO-6050,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,114.7545,0.0,120.0,250.0,Pass,Diogo Ferreira
RI-003918,2026-05-05,SUP-003,PET,RM-PET-00090,PO-6051,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.811,0.72,0.8,0.86,Pass,Beatriz Costa
RI-003919,2026-05-05,SUP-003,PET,RM-PET-00090,PO-6051,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,25.9452,0.0,30.0,50.0,Pass,Elena Santos
RI-003920,2026-05-05,SUP-003,PET,RM-PET-00090,PO-6051,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,1.0129,0.0,0.8,2.0,Pass,Beatriz Costa
RI-003921,2026-05-05,SUP-003,PET,RM-PET-00090,PO-6051,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,1.3384,1.335,1.34,1.345,Pass,Ana Silva
RI-003922,2026-05-05,SUP-003,PETG,RM-PETG-00094,PO-6052,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.821,0.7,0.76,0.82,Fail,Elena Santos
RI-003923,2026-05-05,SUP-003,PETG,RM-PETG-00094,PO-6052,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,46.1152,0.0,40.0,60.0,Pass,Ana Silva
RI-003924,2026-05-05,SUP-003,PETG,RM-PETG-00094,PO-6052,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.7911,0.0,0.9,2.2,Pass,Carlos Mendes
RI-003925,2026-05-05,SUP-004,rPET,RM-rPET-00103,PO-6053,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7434,0.68,0.74,0.8,Pass,Carlos Mendes
RI-003926,2026-05-05,SUP-004,rPET,RM-rPET-00103,PO-6053,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,32.5744,0.0,40.0,70.0,Pass,Elena Santos
RI-003927,2026-05-05,SUP-004,rPET,RM-rPET-00103,PO-6053,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,5.5571,0.0,5.0,12.0,Pass,Carlos Mendes
RI-003928,2026-05-05,SUP-004,rPET,RM-rPET-00103,PO-6053,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,3.5468,0.0,1.5,3.5,Fail,Beatriz Costa
RI-003929,2026-05-06,SUP-001,LDPE,RM-LDPE-00105,PO-6054,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.7582,0.5,0.75,1.1,Pass,Carlos Mendes
RI-003930,2026-05-06,SUP-001,LDPE,RM-LDPE-00105,PO-6054,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.927,0.918,0.922,0.926,Fail,Elena Santos
RI-003931,2026-05-06,SUP-001,LDPE,RM-LDPE-00105,PO-6054,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,136.4873,0.0,120.0,250.0,Pass,Beatriz Costa
RI-003932,2026-05-06,SUP-008,Masterbatch,RM-Masterbatch-00087,PO-6055,Carrier Resin MFI,ASTM D1238,Melt Indexer,g/10min,3.0661,2.0,3.0,4.5,Pass,Beatriz Costa
RI-003933,2026-05-06,SUP-008,Masterbatch,RM-Masterbatch-00087,PO-6055,Pigment Dispersion,ASTM D2663 (Method A),Microscopy,rating 1-5,4.4725,3.5,4.5,5.0,Pass,Elena Santos
RI-003934,2026-05-06,SUP-008,Masterbatch,RM-Masterbatch-00087,PO-6055,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.9181,0.0,0.7,1.8,Pass,Elena Santos
RI-003935,2026-05-06,SUP-008,Masterbatch,RM-Masterbatch-00087,PO-6055,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,113.9699,0.0,80.0,150.0,Pass,Beatriz Costa
RI-003936,2026-05-06,SUP-003,PET,RM-PET-00091,PO-6056,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7994,0.72,0.8,0.86,Pass,Elena Santos
RI-003937,2026-05-06,SUP-003,PET,RM-PET-00091,PO-6056,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,32.8247,0.0,30.0,50.0,Pass,Beatriz Costa
RI-003938,2026-05-06,SUP-003,PET,RM-PET-00091,PO-6056,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.7207,0.0,0.8,2.0,Pass,Elena Santos
RI-003939,2026-05-06,SUP-003,PET,RM-PET-00091,PO-6056,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,1.339,1.335,1.34,1.345,Pass,Carlos Mendes
RI-003940,2026-05-06,SUP-007,PP,RM-PP-00092,PO-6057,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,3.5515,2.0,3.0,4.5,Pass,Beatriz Costa
RI-003941,2026-05-06,SUP-007,PP,RM-PP-00092,PO-6057,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9052,0.9,0.905,0.91,Pass,Diogo Ferreira
RI-003942,2026-05-06,SUP-007,PP,RM-PP-00092,PO-6057,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,33.0292,28.0,33.0,38.0,Pass,Ana Silva
RI-003943,2026-05-06,SUP-007,PP,RM-PP-00092,PO-6057,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,107.0488,0.0,100.0,200.0,Pass,Carlos Mendes
RI-003944,2026-05-07,SUP-001,MDPE,RM-MDPE-00096,PO-6058,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.4215,0.3,0.45,0.65,Pass,Diogo Ferreira
RI-003945,2026-05-07,SUP-001,MDPE,RM-MDPE-00096,PO-6058,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9372,0.933,0.937,0.941,Pass,Diogo Ferreira
RI-003946,2026-05-07,SUP-001,MDPE,RM-MDPE-00096,PO-6058,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,124.732,0.0,130.0,260.0,Pass,Elena Santos
RI-003947,2026-05-07,SUP-003,PETG,RM-PETG-00095,PO-6059,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7703,0.7,0.76,0.82,Pass,Carlos Mendes
RI-003948,2026-05-07,SUP-003,PETG,RM-PETG-00095,PO-6059,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,44.8182,0.0,40.0,60.0,Pass,Diogo Ferreira
RI-003949,2026-05-07,SUP-003,PETG,RM-PETG-00095,PO-6059,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.7628,0.0,0.9,2.2,Pass,Diogo Ferreira
RI-003950,2026-05-07,SUP-005,PVC,RM-PVC-00093,PO-6060,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,1.37,1.35,1.38,1.41,Pass,Elena Santos
RI-003951,2026-05-07,SUP-005,PVC,RM-PVC-00093,PO-6060,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,48.5698,40.0,48.0,55.0,Pass,Carlos Mendes
RI-003952,2026-05-07,SUP-005,PVC,RM-PVC-00093,PO-6060,Ash Content,ASTM D5630,Muffle Furnace,%,1.3042,0.0,1.2,3.0,Pass,Diogo Ferreira
RI-003953,2026-05-07,SUP-004,rPET,RM-rPET-00104,PO-6061,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7627,0.68,0.74,0.8,Pass,Elena Santos
RI-003954,2026-05-07,SUP-004,rPET,RM-rPET-00104,PO-6061,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,32.3448,0.0,40.0,70.0,Pass,Diogo Ferreira
RI-003955,2026-05-07,SUP-004,rPET,RM-rPET-00104,PO-6061,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,7.8479,0.0,5.0,12.0,Pass,Carlos Mendes
RI-003956,2026-05-07,SUP-004,rPET,RM-rPET-00104,PO-6061,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,1.65,0.0,1.5,3.5,Pass,Beatriz Costa
RI-003957,2026-05-08,SUP-004,HDPE-PCR,RM-HDPE-PCR-00098,PO-6062,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.3401,0.2,0.32,0.5,Pass,Diogo Ferreira
RI-003958,2026-05-08,SUP-004,HDPE-PCR,RM-HDPE-PCR-00098,PO-6062,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9517,0.948,0.953,0.96,Pass,Ana Silva
RI-003959,2026-05-08,SUP-004,HDPE-PCR,RM-HDPE-PCR-00098,PO-6062,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,203.1182,0.0,200.0,400.0,Pass,Ana Silva
RI-003960,2026-05-08,SUP-004,HDPE-PCR,RM-HDPE-PCR-00098,PO-6062,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,2.9454,0.0,3.0,8.0,Pass,Ana Silva
RI-003961,2026-05-08,SUP-004,HDPE-PCR,RM-HDPE-PCR-00098,PO-6062,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,24.0189,18.0,24.0,30.0,Pass,Carlos Mendes
RI-003962,2026-05-08,SUP-001,MDPE,RM-MDPE-00097,PO-6063,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.4513,0.3,0.45,0.65,Pass,Diogo Ferreira
RI-003963,2026-05-08,SUP-001,MDPE,RM-MDPE-00097,PO-6063,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9371,0.933,0.937,0.941,Pass,Beatriz Costa
RI-003964,2026-05-08,SUP-001,MDPE,RM-MDPE-00097,PO-6063,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,194.1551,0.0,130.0,260.0,Pass,Ana Silva
RI-003965,2026-05-08,SUP-003,PETG,RM-PETG-00096,PO-6064,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7603,0.7,0.76,0.82,Pass,Diogo Ferreira
RI-003966,2026-05-08,SUP-003,PETG,RM-PETG-00096,PO-6064,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,45.1957,0.0,40.0,60.0,Pass,Diogo Ferreira
RI-003967,2026-05-08,SUP-003,PETG,RM-PETG-00096,PO-6064,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.7228,0.0,0.9,2.2,Pass,Beatriz Costa
RI-003968,2026-05-09,SUP-001,HDPE,RM-HDPE-00106,PO-6065,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.3523,0.25,0.35,0.45,Pass,Ana Silva
RI-003969,2026-05-09,SUP-001,HDPE,RM-HDPE-00106,PO-6065,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9549,0.95,0.954,0.958,Pass,Carlos Mendes
RI-003970,2026-05-09,SUP-001,HDPE,RM-HDPE-00106,PO-6065,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,100.8424,0.0,150.0,300.0,Pass,Diogo Ferreira
RI-003971,2026-05-09,SUP-001,HDPE,RM-HDPE-00106,PO-6065,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,25.8125,20.0,26.0,32.0,Pass,Beatriz Costa
RI-003972,2026-05-09,SUP-001,LDPE,RM-LDPE-00106,PO-6066,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.6883,0.5,0.75,1.1,Pass,Beatriz Costa
RI-003973,2026-05-09,SUP-001,LDPE,RM-LDPE-00106,PO-6066,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9215,0.918,0.922,0.926,Pass,Beatriz Costa
RI-003974,2026-05-09,SUP-001,LDPE,RM-LDPE-00106,PO-6066,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,82.7238,0.0,120.0,250.0,Pass,Elena Santos
RI-003975,2026-05-09,SUP-001,MDPE,RM-MDPE-00098,PO-6067,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.4875,0.3,0.45,0.65,Pass,Ana Silva
RI-003976,2026-05-09,SUP-001,MDPE,RM-MDPE-00098,PO-6067,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9372,0.933,0.937,0.941,Pass,Carlos Mendes
RI-003977,2026-05-09,SUP-001,MDPE,RM-MDPE-00098,PO-6067,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,105.4973,0.0,130.0,260.0,Pass,Ana Silva
RI-003978,2026-05-09,SUP-005,PP,RM-PP-00093,PO-6068,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,2.9681,2.0,3.0,4.5,Pass,Carlos Mendes
RI-003979,2026-05-09,SUP-005,PP,RM-PP-00093,PO-6068,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9043,0.9,0.905,0.91,Pass,Beatriz Costa
RI-003980,2026-05-09,SUP-005,PP,RM-PP-00093,PO-6068,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,34.1727,28.0,33.0,38.0,Pass,Elena Santos
RI-003981,2026-05-09,SUP-005,PP,RM-PP-00093,PO-6068,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,125.9826,0.0,100.0,200.0,Pass,Ana Silva
RI-003982,2026-05-09,SUP-002,PP-PCR,RM-PP-PCR-00098,PO-6069,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,2.4602,1.8,2.8,4.8,Pass,Carlos Mendes
RI-003983,2026-05-09,SUP-002,PP-PCR,RM-PP-PCR-00098,PO-6069,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9035,0.898,0.904,0.912,Pass,Diogo Ferreira
RI-003984,2026-05-09,SUP-002,PP-PCR,RM-PP-PCR-00098,PO-6069,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,4.0723,0.0,4.0,10.0,Pass,Elena Santos
RI-003985,2026-05-09,SUP-002,PP-PCR,RM-PP-PCR-00098,PO-6069,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,28.4357,24.0,30.0,36.0,Pass,Carlos Mendes
RI-003986,2026-05-10,SUP-007,HDPE,RM-HDPE-00107,PO-6070,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.3652,0.25,0.35,0.45,Pass,Diogo Ferreira
RI-003987,2026-05-10,SUP-007,HDPE,RM-HDPE-00107,PO-6070,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9541,0.95,0.954,0.958,Pass,Elena Santos
RI-003988,2026-05-10,SUP-007,HDPE,RM-HDPE-00107,PO-6070,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,146.1682,0.0,150.0,300.0,Pass,Elena Santos
RI-003989,2026-05-10,SUP-007,HDPE,RM-HDPE-00107,PO-6070,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,26.5728,20.0,26.0,32.0,Pass,Ana Silva
RI-003990,2026-05-10,SUP-008,Masterbatch,RM-Masterbatch-00088,PO-6071,Carrier Resin MFI,ASTM D1238,Melt Indexer,g/10min,3.1158,2.0,3.0,4.5,Pass,Diogo Ferreira
RI-003991,2026-05-10,SUP-008,Masterbatch,RM-Masterbatch-00088,PO-6071,Pigment Dispersion,ASTM D2663 (Method A),Microscopy,rating 1-5,4.3545,3.5,4.5,5.0,Pass,Ana Silva
RI-003992,2026-05-10,SUP-008,Masterbatch,RM-Masterbatch-00088,PO-6071,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.8265,0.0,0.7,1.8,Pass,Diogo Ferreira
RI-003993,2026-05-10,SUP-008,Masterbatch,RM-Masterbatch-00088,PO-6071,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,67.2333,0.0,80.0,150.0,Pass,Elena Santos
RI-003994,2026-05-10,SUP-003,PETG,RM-PETG-00097,PO-6072,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7569,0.7,0.76,0.82,Pass,Carlos Mendes
RI-003995,2026-05-10,SUP-003,PETG,RM-PETG-00097,PO-6072,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,46.2059,0.0,40.0,60.0,Pass,Ana Silva
RI-003996,2026-05-10,SUP-003,PETG,RM-PETG-00097,PO-6072,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.8883,0.0,0.9,2.2,Pass,Beatriz Costa
RI-003997,2026-05-11,SUP-001,HDPE,RM-HDPE-00108,PO-6073,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.329,0.25,0.35,0.45,Pass,Beatriz Costa
RI-003998,2026-05-11,SUP-001,HDPE,RM-HDPE-00108,PO-6073,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9537,0.95,0.954,0.958,Pass,Ana Silva
RI-003999,2026-05-11,SUP-001,HDPE,RM-HDPE-00108,PO-6073,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,146.8229,0.0,150.0,300.0,Pass,Diogo Ferreira
RI-004000,2026-05-11,SUP-001,HDPE,RM-HDPE-00108,PO-6073,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,24.0274,20.0,26.0,32.0,Pass,Beatriz Costa
RI-004001,2026-05-11,SUP-006,PET,RM-PET-00092,PO-6074,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7962,0.72,0.8,0.86,Pass,Diogo Ferreira
RI-004002,2026-05-11,SUP-006,PET,RM-PET-00092,PO-6074,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,28.9889,0.0,30.0,50.0,Pass,Ana Silva
RI-004003,2026-05-11,SUP-006,PET,RM-PET-00092,PO-6074,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.9532,0.0,0.8,2.0,Pass,Ana Silva
RI-004004,2026-05-11,SUP-006,PET,RM-PET-00092,PO-6074,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,1.3411,1.335,1.34,1.345,Pass,Beatriz Costa
RI-004005,2026-05-11,SUP-002,PP,RM-PP-00094,PO-6075,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,2.9148,2.0,3.0,4.5,Pass,Diogo Ferreira
RI-004006,2026-05-11,SUP-002,PP,RM-PP-00094,PO-6075,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9057,0.9,0.905,0.91,Pass,Carlos Mendes
RI-004007,2026-05-11,SUP-002,PP,RM-PP-00094,PO-6075,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,33.6287,28.0,33.0,38.0,Pass,Ana Silva
RI-004008,2026-05-11,SUP-002,PP,RM-PP-00094,PO-6075,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,89.0329,0.0,100.0,200.0,Pass,Carlos Mendes
RI-004009,2026-05-12,SUP-001,LDPE,RM-LDPE-00107,PO-6076,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.7571,0.5,0.75,1.1,Pass,Diogo Ferreira
RI-004010,2026-05-12,SUP-001,LDPE,RM-LDPE-00107,PO-6076,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9214,0.918,0.922,0.926,Pass,Diogo Ferreira
RI-004011,2026-05-12,SUP-001,LDPE,RM-LDPE-00107,PO-6076,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,105.6826,0.0,120.0,250.0,Pass,Diogo Ferreira
RI-004012,2026-05-12,SUP-003,PET,RM-PET-00093,PO-6077,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7713,0.72,0.8,0.86,Pass,Ana Silva
RI-004013,2026-05-12,SUP-003,PET,RM-PET-00093,PO-6077,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,41.2102,0.0,30.0,50.0,Pass,Beatriz Costa
RI-004014,2026-05-12,SUP-003,PET,RM-PET-00093,PO-6077,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.8612,0.0,0.8,2.0,Pass,Ana Silva
RI-004015,2026-05-12,SUP-003,PET,RM-PET-00093,PO-6077,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,1.3408,1.335,1.34,1.345,Pass,Elena Santos
RI-004016,2026-05-12,SUP-005,PP,RM-PP-00095,PO-6078,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,3.6502,2.0,3.0,4.5,Pass,Carlos Mendes
RI-004017,2026-05-12,SUP-005,PP,RM-PP-00095,PO-6078,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9038,0.9,0.905,0.91,Pass,Ana Silva
RI-004018,2026-05-12,SUP-005,PP,RM-PP-00095,PO-6078,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,32.5635,28.0,33.0,38.0,Pass,Diogo Ferreira
RI-004019,2026-05-12,SUP-005,PP,RM-PP-00095,PO-6078,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,94.1983,0.0,100.0,200.0,Pass,Beatriz Costa
RI-004020,2026-05-12,SUP-002,PP-PCR,RM-PP-PCR-00099,PO-6079,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,2.7085,1.8,2.8,4.8,Pass,Diogo Ferreira
RI-004021,2026-05-12,SUP-002,PP-PCR,RM-PP-PCR-00099,PO-6079,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9039,0.898,0.904,0.912,Pass,Ana Silva
RI-004022,2026-05-12,SUP-002,PP-PCR,RM-PP-PCR-00099,PO-6079,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,-0.8082,0.0,4.0,10.0,Fail,Beatriz Costa
RI-004023,2026-05-12,SUP-002,PP-PCR,RM-PP-PCR-00099,PO-6079,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,30.366,24.0,30.0,36.0,Pass,Elena Santos
RI-004024,2026-05-12,SUP-004,rPET,RM-rPET-00105,PO-6080,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7673,0.68,0.74,0.8,Pass,Beatriz Costa
RI-004025,2026-05-12,SUP-004,rPET,RM-rPET-00105,PO-6080,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,47.5026,0.0,40.0,70.0,Pass,Elena Santos
RI-004026,2026-05-12,SUP-004,rPET,RM-rPET-00105,PO-6080,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,4.3162,0.0,5.0,12.0,Pass,Diogo Ferreira
RI-004027,2026-05-12,SUP-004,rPET,RM-rPET-00105,PO-6080,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,1.4408,0.0,1.5,3.5,Pass,Beatriz Costa
RI-004028,2026-05-13,SUP-007,HDPE,RM-HDPE-00109,PO-6081,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.3954,0.25,0.35,0.45,Pass,Diogo Ferreira
RI-004029,2026-05-13,SUP-007,HDPE,RM-HDPE-00109,PO-6081,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9547,0.95,0.954,0.958,Pass,Beatriz Costa
RI-004030,2026-05-13,SUP-007,HDPE,RM-HDPE-00109,PO-6081,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,146.2123,0.0,150.0,300.0,Pass,Beatriz Costa
RI-004031,2026-05-13,SUP-007,HDPE,RM-HDPE-00109,PO-6081,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,26.4725,20.0,26.0,32.0,Pass,Beatriz Costa
RI-004032,2026-05-13,SUP-004,HDPE-PCR,RM-HDPE-PCR-00099,PO-6082,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.3353,0.2,0.32,0.5,Pass,Carlos Mendes
RI-004033,2026-05-13,SUP-004,HDPE-PCR,RM-HDPE-PCR-00099,PO-6082,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9541,0.948,0.953,0.96,Pass,Diogo Ferreira
RI-004034,2026-05-13,SUP-004,HDPE-PCR,RM-HDPE-PCR-00099,PO-6082,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,148.8805,0.0,200.0,400.0,Pass,Diogo Ferreira
RI-004035,2026-05-13,SUP-004,HDPE-PCR,RM-HDPE-PCR-00099,PO-6082,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,8.0024,0.0,3.0,8.0,Fail,Beatriz Costa
RI-004036,2026-05-13,SUP-004,HDPE-PCR,RM-HDPE-PCR-00099,PO-6082,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,23.0499,18.0,24.0,30.0,Pass,Carlos Mendes
RI-004037,2026-05-13,SUP-007,LDPE,RM-LDPE-00108,PO-6083,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.7312,0.5,0.75,1.1,Pass,Ana Silva
RI-004038,2026-05-13,SUP-007,LDPE,RM-LDPE-00108,PO-6083,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9226,0.918,0.922,0.926,Pass,Ana Silva
RI-004039,2026-05-13,SUP-007,LDPE,RM-LDPE-00108,PO-6083,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,115.0496,0.0,120.0,250.0,Pass,Diogo Ferreira
