RecordSeq,Date,Process,MachineId,Shift,WorkOrder,MaterialId,MaterialLot,StartWeightKg,EndWeightKg
10092,2025-11-20,Injection Molding,IM-005,Shift 2,WO-10869,COR-006,COL-COR-006-011,28.88,24.88
10093,2025-11-21,Injection Molding,IM-005,Shift 1,WO-10870,COR-006,COL-COR-006-011,24.88,20.88
10094,2025-11-22,Injection Molding,IM-005,Shift 3,WO-10871,COR-004,COL-COR-004-027,126.77,122.77
10095,2025-11-22,Injection Molding,IM-005,shift 2,WO-10872,COR-004,COL-COR-004-027,122.77,118.45
10096,2025-11-23,Injection Molding,IM-005,SHIFT 1,WO-10873,COR-004,COL-COR-004-027,118.45,114.45
10097,2025-11-24,Injection Molding,IM-005,Shift 3,WO-10874,COR-004,COL-COR-004-027,114.45,110.45
10098,2025-11-24,Injection Molding,IM-005,Shift 2,WO-10875,COR-004,COL-COR-004-027,110.45,106.45
10099,2025-11-25,Injection Molding,IM-005,Shift 2,WO-10876,COR-006,COL-COR-006-011,20.88,16.88
10100,2025-11-26,injection molding,IM-005,shift 1,WO-10877,COR-006,COL-COR-006-011,16.88,12.54
10101,2025-11-27,Injection Molding,IM-005,Shift 1,WO-10878,COR-004,COL-COR-004-027,106.45,102.45
10102,2025-11-28,Injection Molding,IM-005,Shift 3,WO-10879,COR-004,COL-COR-004-027,102.45,98.45
10103,2025-11-28,Injection Molding,IM-005,Shift 2,WO-10880,COR-004,COL-COR-004-027,98.45,94.42
10104,2025-11-29,Injection Molding,IM-005,Shift 1,WO-10881,COR-004,COL-COR-004-027,94.42,89.66
10105,2025-11-30,Injection Molding,IM-005,Shift 3,WO-10882,COR-004,COL-COR-004-027,89.66,84.88
10106,2025-12-01,INJECTION MOLDING,IM-005,SHIFT 3,WO-10883,COR-004,COL-COR-004-027,84.88,80.88
10107,2025-12-01,Injection Molding,IM-005,Shift 2,WO-10884,COR-004,COL-COR-004-027,80.88,76.03
10108,2025-12-02,Injection Molding,IM-005,Shift 1,WO-10885,COR-004,COL-COR-004-027,76.03,72.03
10109,2025-12-03,Injection Molding,IM-005,Shift 1,WO-10886,COR-004,COL-COR-004-027,72.03,67.68
10110,2025-12-04,Injection Molding,IM-005,SHIFT 3,WO-10887,COR-004,COL-COR-004-027,67.68,63.68
10111,2025-12-04,Injection Molding,IM-005,Shift 2,WO-10888,COR-004,COL-COR-004-027,63.68,57.98
10112,2025-12-05,Injection Molding,IM-005,Shift 1,WO-10889,COR-004,COL-COR-004-027,57.98,52.29
10113,2025-12-06,injection molding,IM-005,Shift 3,WO-10890,COR-003,COL-COR-003-021,72.78,68.78
10114,2025-12-06,Injection Molding,IM-005,Shift 2,WO-10891,COR-004,COL-COR-004-027,52.29,48.29
10115,2025-12-07,Injection Molding,IM-005,Shift 1,WO-10892,COR-004,COL-COR-004-027,48.29,44.29
10116,2025-12-08,Injection Molding,IM-005,Shift 3,WO-10893,COR-004,COL-COR-004-027,44.29,40.29
10117,2025-12-08,Injection Molding,IM-005,Shift 2,WO-10894,COR-004,COL-COR-004-027,40.29,36.29
10118,2025-12-09,Injection Molding,IM-005,Shift 3,WO-10895,COR-004,COL-COR-004-027,36.29,32.29
10119,2025-12-09,Injection Molding,IM-005,Shift 2,WO-10896,COR-006,COL-COR-006-011,12.54,8.54
10120,2025-12-10,Injection Molding,IM-005,Shift 1,WO-10897,COR-006,COL-COR-006-011,8.54,4.54
10121,2025-12-11,Injection Molding,IM-005,Shift 3,WO-10898,COR-003,COL-COR-003-021,68.78,64.78
10122,2025-12-11,injection molding,IM-005,Shift 2,WO-10899,COR-006,COL-COR-006-011,4.54,0.54
10123,2025-12-12,Injection Molding,IM-005,Shift 1,WO-10900,COR-004,-,32.29,25.89
10124,2025-12-13,Injection Molding,IM-005,Shift 1,WO-10901,COR-004,COL-COR-004-027,25.89,21.89
10125,2025-12-14,Injection Molding,IM-005,Shift 3,WO-10902,COR-006,//,0.54,0.0
10126,2025-12-14,Injection Molding,IM-005,Shift 3,WO-10902,COR-006,COL-COR-006-012,141.58,137.28
10127,2025-12-14,Injection Molding,IM-005,Shift 2,WO-10903,COR-006,COL-COR-006-012,137.28,132.82
10128,2025-12-15,Injection Molding,IM-005,SHIFT 2,WO-10904,COR-006,COL-COR-006-012,132.82,128.42
10129,2025-12-16,INJECTION MOLDING,IM-005,Shift 3,WO-10905,COR-006,COL-COR-006-012,128.42,123.79
10130,2025-12-16,Injection Molding,IM-005,Shift 2,WO-10906,COR-006,COL-COR-006-012,123.79,119.2
10131,2025-12-17,INJECTION MOLDING,IM-005,Shift 2,WO-10907,COR-006,COL-COR-006-012,119.2,115.2
10132,2025-12-18,Injection Molding,IM-005,shift 3,WO-10908,COR-006,COL-COR-006-012,115.2,111.2
10133,2025-12-18,Injection Molding,IM-005,  Shift 2  ,WO-10909,COR-006,COL-COR-006-012,111.2,107.2
10134,2025-12-19,Injection Molding,IM-005,Shift 3,WO-10910,COR-006,//,107.2,103.2
10135,2025-12-19,Injection Molding,IM-005,Shift 2,WO-10911,COR-006,COL-COR-006-012,103.2,99.2
10136,2025-12-20,Injection Molding,IM-005,Shift 3,WO-10912,COR-006,COL-COR-006-012,99.2,95.2
10137,2025-12-20,Injection Molding,IM-005,Shift 2,WO-10913,COR-006,COL-COR-006-012,95.2,91.2
10138,2025-12-21,Injection Molding,IM-005,Shift 2,WO-10914,COR-006,COL-COR-006-012,91.2,87.2
10139,2025-12-22,Injection Molding,IM-005,Shift 3,WO-10915,COR-006,COL-COR-006-012,87.2,83.2
10140,2025-12-22,Injection Molding,IM-005,Shift 2,WO-10916,COR-003,COL-COR-003-021,64.78,60.78
10141,2025-12-23,INJECTION MOLDING,IM-005,Shift 2,WO-10917,COR-004,COL-COR-004-027,21.89,16.99
10142,2025-12-24,Injection Molding,IM-005,Shift 2,WO-10918,COR-004,COL-COR-004-027,16.99,12.99
10143,2025-12-25,Injection Molding,IM-005,Shift 2,WO-10919,COR-006,COL-COR-006-012,83.2,79.2
10144,2025-12-26,Injection Molding,IM-005,Shift 1,WO-10920,COR-006,COL-COR-006-012,79.2,75.2
10145,2025-12-27,Injection Molding,IM-005,Shift 1,WO-10921,COR-006,COL-COR-006-012,75.2,71.2
10146,2025-12-27,Injection Molding,IM-005,SHIFT 2,WO-10922,COR-006,COL-COR-006-012,71.2,67.2
10147,2025-12-28,Injection Molding,IM-005,Shift 1,WO-10923,COR-006,COL-COR-006-012,67.2,63.2
10148,2025-12-29,Injection Molding,IM-005,Shift 1,WO-10924,COR-006,COL-COR-006-012,63.2,57.75
10149,2025-12-30,Injection Molding,IM-005,Shift 3,WO-10925,COR-006,COL-COR-006-012,57.75,53.75
10150,2025-12-30,Injection Molding,IM-005,Shift 2,WO-10926,COR-006,COL-COR-006-012,53.75,49.75
10151,2025-12-31,Injection Molding,IM-005,Shift 1,WO-10927,COR-004,COL-COR-004-027,12.99,8.99
10152,2026-01-01,Injection Molding,IM-005,Shift 3,WO-10928,COR-004,COL-COR-004-027,8.99,4.99
10153,2026-01-01,Injection Molding,IM-005,Shift 2,WO-10929,COR-004,COL-COR-004-027,4.99,0.99
10154,2026-01-02,Injection Molding,IM-005,Shift 3,WO-10930,COR-006,COL-COR-006-012,49.75,45.75
10155,2026-01-03,Injection Molding,IM-005,Shift 1,WO-10931,COR-003,,60.78,56.78
10156,2026-01-03,Injection Molding,IM-005,Shift 2,WO-10932,COR-003,COL-COR-003-021,56.78,52.78
10157,2026-01-04,Injection Molding,IM-005,Shift 1,WO-10933,COR-004,COL-COR-004-027,0.99,0.0
10158,2026-01-04,Injection Molding,IM-005,Shift 1,WO-10933,COR-004,//,114.06,110.13
10159,2026-01-05,Injection Molding,IM-005,Shift 3,WO-10934,COR-004,COL-COR-004-028,110.13,106.13
10160,2026-01-05,Injection Molding,IM-005,Shift 2,WO-10935,COR-004,COL-COR-004-028,106.13,102.13
10161,2026-01-06,Injection Molding,IM-005,Shift 1,WO-10936,COR-004,COL-COR-004-028,102.13,98.13
10162,2026-01-06,Injection Molding,IM-005,SHIFT 2,WO-10937,COR-004,COL-COR-004-028,98.13,94.13
10163,2026-01-07,Injection Molding,IM-005,Shift 1,WO-10938,COR-006,COL-COR-006-012,45.75,41.75
10164,2026-01-08,  Injection Molding  ,IM-005,Shift 1,WO-10939,COR-004,COL-COR-004-028,94.13,87.97
10165,2026-01-09,Injection Molding,IM-005,Shift 3,WO-10940,COR-004,COL-COR-004-028,87.97,83.81
10166,2026-01-10,Injection Molding,IM-005,Shift 3,WO-10941,COR-004,COL-COR-004-028,83.81,78.37
10167,2026-01-10,Injection Molding,IM-005,  Shift 2  ,WO-10942,COR-006,COL-COR-006-012,41.75,36.2
10168,2026-01-11,Injection Molding,IM-005,Shift 2,WO-10943,COR-006,COL-COR-006-012,36.2,32.2
10169,2026-01-12,Injection Molding,IM-005,Shift 3,WO-10944,COR-006,--,32.2,28.2
10170,2026-01-12,Injection Molding,IM-005,Shift 2,WO-10945,COR-004,COL-COR-004-028,78.37,74.37
10171,2026-01-13,Injection Molding,IM-005,Shift 1,WO-10946,COR-004,COL-COR-004-028,74.37,70.37
10172,2026-01-13,Injection Molding,IM-005,Shift 2,WO-10947,COR-006,COL-COR-006-012,28.2,24.2
10173,2026-01-14,Injection Molding,IM-005,Shift 1,WO-10948,COR-004,COL-COR-004-028,70.37,65.38
10174,2026-01-14,Injection Molding,IM-005,  Shift 3  ,WO-10949,COR-004,COL-COR-004-028,65.38,60.99
10175,2026-01-15,Injection Molding,IM-005,Shift 1,WO-10950,COR-004,COL-COR-004-028,60.99,56.86
10176,2026-01-16,Injection Molding,IM-005,SHIFT 3,WO-10951,COR-003,COL-COR-003-021,52.78,48.78
10177,2026-01-16,Injection Molding,IM-005,Shift 2,WO-10952,COR-003,COL-COR-003-021,48.78,44.78
10178,2026-01-17,Injection Molding,IM-005,Shift 1,WO-10953,COR-003,COL-COR-003-021,44.78,40.69
10179,2026-01-18,injection molding,IM-005,Shift 3,WO-10954,COR-004,COL-COR-004-028,56.86,52.86
10180,2026-01-18,Injection Molding,IM-005,Shift 2,WO-10955,COR-004,COL-COR-004-028,52.86,48.86
10181,2026-01-19,Injection Molding,IM-005,Shift 2,WO-10956,COR-004,COL-COR-004-028,48.86,44.86
10182,2026-01-20,Injection Molding,IM-005,Shift 3,WO-10957,COR-004,COL-COR-004-028,44.86,40.86
10183,2026-01-20,Injection Molding,IM-005,Shift 2,WO-10958,COR-004,COL-COR-004-028,40.86,36.86
10184,2026-01-21,Injection Molding,IM-005,SHIFT 1,WO-10959,COR-004,COL-COR-004-028,36.86,32.86
10185,2026-01-22,Injection Molding,IM-005,  Shift 1  ,WO-10960,COR-004,COL-COR-004-028,32.86,28.86
10186,2026-01-22,Injection Molding,IM-005,Shift 2,WO-10961,COR-004,COL-COR-004-028,28.86,24.86
10187,2026-01-23,Injection Molding,IM-005,Shift 1,WO-10962,COR-004,COL-COR-004-028,24.86,19.9
10188,2026-01-24,Injection Molding,IM-005,Shift 3,WO-10963,COR-004,COL-COR-004-028,19.9,15.9
10189,2026-01-24,Injection Molding,IM-005,Shift 3,WO-10964,COR-004,COL-COR-004-028,15.9,11.9
10190,2026-01-25,Injection Molding,IM-005,Shift 1,WO-10965,COR-004,COL-COR-004-028,11.9,7.9
10191,2026-01-26,Injection Molding,IM-005,Shift 3,WO-10966,COR-004,,7.9,3.9
10192,2026-01-26,Injection Molding,IM-005,Shift 2,WO-10967,COR-006,COL-COR-006-012,24.2,20.2
10193,2026-01-27,Injection Molding,IM-005,Shift 1,WO-10968,COR-004,COL-COR-004-028,3.9,0.0
10194,2026-01-27,Injection Molding,IM-005,Shift 1,WO-10968,COR-004,COL-COR-004-029,169.06,167.81
10195,2026-01-28,Injection Molding,IM-005,Shift 3,WO-10969,COR-006,COL-COR-006-012,20.2,16.2
10196,2026-01-28,Injection Molding,IM-005,Shift 2,WO-10970,COR-006,COL-COR-006-012,16.2,12.2
10197,2026-01-29,Injection Molding,IM-005,shift 2,WO-10971,COR-004,COL-COR-004-029,167.81,163.81
10198,2026-01-30,Injection Molding,IM-005,Shift 3,WO-10972,COR-004,COL-COR-004-029,163.81,159.81
10199,2026-01-30,Injection Molding,IM-005,Shift 2,WO-10973,COR-006,COL-COR-006-012,12.2,8.2
10200,2026-01-31,Injection Molding,IM-005,Shift 1,WO-10974,COR-006,COL-COR-006-012,8.2,4.2
10201,2026-02-01,Injection Molding,IM-005,Shift 3,WO-10975,COR-006,COL-COR-006-012,4.2,0.2
10202,2026-02-02,Injection Molding,IM-005,shift 3,WO-10976,COR-004,COL-COR-004-029,159.81,155.81
10203,2026-02-02,Injection Molding,IM-005,Shift 2,WO-10977,COR-004,COL-COR-004-029,155.81,151.81
10204,2026-02-03,Injection Molding,IM-005,Shift 1,WO-10978,COR-004,COL-COR-004-029,151.81,147.81
10205,2026-02-03,Injection Molding,IM-005,  Shift 3  ,WO-10979,COR-006,COL-COR-006-013,92.68,87.88
10206,2026-02-04,Injection Molding,IM-005,shift 2,WO-10980,COR-004,COL-COR-004-029,147.81,143.81
10207,2026-02-05,Injection Molding,IM-005,Shift 1,WO-10981,COR-004,COL-COR-004-029,143.81,139.81
10208,2026-02-06,Injection Molding,IM-005,Shift 3,WO-10982,COR-006,--,87.88,83.88
10209,2026-02-07,Injection Molding,IM-005,Shift 3,WO-10983,COR-006,COL-COR-006-013,83.88,79.88
10210,2026-02-07,Injection Molding,IM-005,Shift 2,WO-10984,COR-004,COL-COR-004-029,139.81,135.81
10211,2026-02-08,Injection Molding,IM-005,Shift 1,WO-10985,COR-004,,135.81,131.81
10212,2026-02-09,Injection Molding,IM-005,Shift 1,WO-10986,COR-004,COL-COR-004-029,131.81,127.81
10213,2026-02-10,Injection Molding,IM-005,Shift 3,WO-10987,COR-006,COL-COR-006-013,79.88,75.88
10214,2026-02-10,Injection Molding,IM-005,Shift 1,WO-10988,COR-006,COL-COR-006-013,75.88,71.88
10215,2026-02-11,Injection Molding,IM-005,shift 1,WO-10989,COR-004,COL-COR-004-029,127.81,123.81
10216,2026-02-11,Injection Molding,IM-005,Shift 2,WO-10990,COR-004,COL-COR-004-029,123.81,119.81
10217,2026-02-12,Injection Molding,IM-005,Shift 1,WO-10991,COR-004,COL-COR-004-029,119.81,115.81
10218,2026-02-13,Injection Molding,IM-005,Shift 3,WO-10992,COR-004,-,115.81,111.27
10219,2026-02-13,Injection Molding,IM-005,Shift 2,WO-10993,COR-004,COL-COR-004-029,111.27,107.27
10220,2026-02-14,Injection Molding,IM-005,Shift 1,WO-10994,COR-004,COL-COR-004-029,107.27,101.64
10221,2026-02-15,Injection Molding,IM-005,Shift 3,WO-10995,COR-004,COL-COR-004-029,101.64,97.64
10222,2026-02-15,Injection Molding,IM-005,Shift 2,WO-10996,COR-004,COL-COR-004-029,97.64,93.64
10223,2026-02-16,Injection Molding,IM-005,Shift 3,WO-10997,COR-004,/,93.64,89.64
10224,2026-02-16,Injection Molding,IM-005,Shift 2,WO-10998,COR-004,COL-COR-004-029,89.64,85.64
10225,2026-02-17,Injection Molding,IM-005,shift 1,WO-10999,COR-004,COL-COR-004-029,85.64,81.64
10226,2026-02-18,injection molding,IM-005,Shift 3,WO-11000,COR-004,COL-COR-004-029,81.64,77.64
10227,2026-02-18,Injection Molding,IM-005,SHIFT 2,WO-11001,COR-004,COL-COR-004-029,77.64,73.29
10228,2026-02-19,Injection Molding,IM-005,Shift 1,WO-11002,COR-004,COL-COR-004-029,73.29,69.29
10229,2026-02-20,Injection Molding,IM-005,Shift 3,WO-11003,COR-004,COL-COR-004-029,69.29,65.29
10230,2026-02-20,Injection Molding,IM-005,SHIFT 2,WO-11004,COR-004,COL-COR-004-029,65.29,61.29
10231,2026-02-21,Injection Molding,IM-005,Shift 1,WO-11005,COR-006,COL-COR-006-013,71.88,67.88
10232,2026-02-22,Injection Molding,IM-005,Shift 3,WO-11006,COR-006,COL-COR-006-013,67.88,63.88
10233,2026-02-22,Injection Molding,IM-005,Shift 2,WO-11007,COR-004,COL-COR-004-029,61.29,55.83
10234,2026-02-23,Injection Molding,IM-005,Shift 2,WO-11008,COR-004,COL-COR-004-029,55.83,51.83
10235,2026-02-24,Injection Molding,IM-005,Shift 1,WO-11009,COR-004,COL-COR-004-029,51.83,47.53
10236,2026-02-25,Injection Molding,IM-005,Shift 3,WO-11010,COR-004,COL-COR-004-029,47.53,43.53
10237,2026-02-25,Injection Molding,IM-005,Shift 2,WO-11011,COR-004,COL-COR-004-029,43.53,39.26
10238,2026-02-26,Injection Molding,IM-005,Shift 2,WO-11012,COR-004,COL-COR-004-029,39.26,35.26
10239,2026-02-27,Injection Molding,IM-005,Shift 1,WO-11013,COR-004,/,35.26,31.26
10240,2026-02-28,Injection Molding,IM-005,Shift 3,WO-11014,COR-004,COL-COR-004-029,31.26,27.26
10241,2026-02-28,Injection Molding,IM-005,Shift 2,WO-11015,COR-004,//,27.26,23.26
10242,2026-03-01,Injection Molding,IM-005,Shift 1,WO-11016,COR-004,COL-COR-004-029,23.26,18.3
10243,2026-03-02,Injection Molding,IM-005,Shift 3,WO-11017,COR-006,COL-COR-006-013,63.88,59.88
10244,2026-03-02,Injection Molding,IM-005,Shift 2,WO-11018,COR-006,COL-COR-006-013,59.88,55.1
10245,2026-03-03,Injection Molding,IM-005,Shift 1,WO-11019,COR-003,COL-COR-003-021,40.69,36.69
10246,2026-03-04,Injection Molding,IM-005,Shift 3,WO-11020,COR-004,COL-COR-004-029,18.3,14.3
10247,2026-03-04,Injection Molding,IM-005,Shift 2,WO-11021,COR-004,-,14.3,9.06
10248,2026-03-05,Injection Molding,IM-005,SHIFT 2,WO-11022,COR-004,COL-COR-004-029,9.06,4.44
10249,2026-03-06,Injection Molding,IM-005,Shift 1,WO-11023,COR-003,COL-COR-003-021,36.69,32.69
10250,2026-03-06,Injection Molding,IM-005,Shift 3,WO-11024,COR-003,COL-COR-003-021,32.69,28.69
10251,2026-03-07,Injection Molding,IM-005,Shift 1,WO-11025,COR-003,COL-COR-003-021,28.69,24.69
10252,2026-03-08,Injection Molding,IM-005,Shift 3,WO-11026,COR-004,COL-COR-004-029,4.44,0.44
10253,2026-03-08,Injection Molding,IM-005,Shift 2,WO-11027,COR-004,COL-COR-004-030,128.82,124.82
10254,2026-03-09,Injection Molding,IM-005,Shift 2,WO-11028,COR-004,COL-COR-004-030,124.82,120.82
10255,2026-03-10,Injection Molding,IM-005,Shift 1,WO-11029,COR-004,COL-COR-004-030,120.82,116.82
10256,2026-03-11,Injection Molding,IM-005,Shift 3,WO-11030,COR-004,COL-COR-004-030,116.82,112.82
10257,2026-03-11,Injection Molding,IM-005,Shift 2,WO-11031,COR-004,COL-COR-004-030,112.82,108.37
10258,2026-03-12,Injection Molding,IM-005,Shift 1,WO-11032,COR-004,COL-COR-004-030,108.37,104.37
10259,2026-03-12,Injection Molding,IM-005,shift 3,WO-11033,COR-004,COL-COR-004-030,104.37,100.37
10260,2026-03-13,Injection Molding,IM-005,Shift 1,WO-11034,COR-006,COL-COR-006-013,55.1,51.1
10261,2026-03-14,Injection Molding,IM-005,Shift 3,WO-11035,COR-006,COL-COR-006-013,51.1,46.95
10262,2026-03-14,Injection Molding,IM-005,Shift 3,WO-11036,COR-006,COL-COR-006-013,46.95,42.95
10263,2026-03-15,Injection Molding,IM-005,Shift 2,WO-11037,COR-004,COL-COR-004-030,100.37,96.37
10264,2026-03-16,Injection Molding,IM-005,Shift 3,WO-11038,COR-004,COL-COR-004-030,96.37,92.37
10265,2026-03-16,Injection Molding,IM-005,Shift 2,WO-11039,COR-006,COL-COR-006-013,42.95,38.95
10266,2026-03-17,Injection Molding,IM-005,Shift 1,WO-11040,COR-006,COL-COR-006-013,38.95,34.95
10267,2026-03-18,Injection Molding,IM-005,Shift 3,WO-11041,COR-006,COL-COR-006-013,34.95,30.95
10268,2026-03-18,Injection Molding,IM-005,Shift 1,WO-11042,COR-004,COL-COR-004-030,92.37,88.37
10269,2026-03-19,Injection Molding,IM-005,Shift 3,WO-11043,COR-004,COL-COR-004-030,88.37,84.37
10270,2026-03-20,Injection Molding,IM-005,Shift 3,WO-11044,COR-004,COL-COR-004-030,84.37,80.37
10271,2026-03-21,Injection Molding,IM-005,Shift 3,WO-11045,COR-004,COL-COR-004-030,80.37,76.37
10272,2026-03-21,Injection Molding,IM-005,Shift 2,WO-11046,COR-004,COL-COR-004-030,76.37,72.37
10273,2026-03-22,Injection Molding,IM-005,  Shift 1  ,WO-11047,COR-004,COL-COR-004-030,72.37,68.37
10274,2026-03-23,Injection Molding,IM-005,Shift 1,WO-11048,COR-004,COL-COR-004-030,68.37,64.37
10275,2026-03-23,Injection Molding,IM-005,Shift 2,WO-11049,COR-004,COL-COR-004-030,64.37,60.37
10276,2026-03-24,Injection Molding,IM-005,Shift 1,WO-11050,COR-004,COL-COR-004-030,60.37,56.37
10277,2026-03-25,Injection Molding,IM-005,Shift 3,WO-11051,COR-004,COL-COR-004-030,56.37,52.37
10278,2026-03-25,Injection Molding,IM-005,Shift 2,WO-11052,COR-004,COL-COR-004-030,52.37,48.37
10279,2026-03-26,Injection Molding,IM-005,Shift 1,WO-11053,COR-004,COL-COR-004-030,48.37,44.37
10280,2026-03-26,Injection Molding,IM-005,Shift 3,WO-11054,COR-004,---,44.37,40.37
10281,2026-03-27,Injection Molding,IM-005,Shift 2,WO-11055,COR-004,COL-COR-004-030,40.37,35.93
10282,2026-03-28,Injection Molding,IM-005,Shift 2,WO-11056,COR-006,COL-COR-006-013,30.95,26.95
10283,2026-03-29,Injection Molding,IM-005,Shift 1,WO-11057,COR-006,COL-COR-006-013,26.95,22.95
10284,2026-03-30,Injection Molding,IM-005,Shift 1,WO-11058,COR-004,COL-COR-004-030,35.93,31.93
10285,2026-03-31,Injection Molding,IM-005,Shift 3,WO-11059,COR-004,COL-COR-004-030,31.93,27.93
10286,2026-03-31,Injection Molding,IM-005,Shift 2,WO-11060,COR-004,COL-COR-004-030,27.93,23.93
10287,2026-04-01,Injection Molding,IM-005,Shift 1,WO-11061,COR-006,COL-COR-006-013,22.95,18.95
10288,2026-04-02,Injection Molding,IM-005,Shift 3,WO-11062,COR-006,COL-COR-006-013,18.95,14.95
10289,2026-04-02,Injection Molding,IM-005,  Shift 2  ,WO-11063,COR-006,COL-COR-006-013,14.95,10.95
10290,2026-04-03,Injection Molding,IM-005,Shift 2,WO-11064,COR-004,COL-COR-004-030,23.93,19.93
10291,2026-04-04,Injection Molding,IM-005,Shift 1,WO-11065,COR-004,COL-COR-004-030,19.93,15.93
10292,2026-04-04,Injection Molding,IM-005,Shift 2,WO-11066,COR-004,COL-COR-004-030,15.93,11.93
10293,2026-04-05,Injection Molding,IM-005,Shift 2,WO-11067,COR-004,COL-COR-004-030,11.93,7.93
10294,2026-04-06,Injection Molding,IM-005,Shift 3,WO-11068,COR-004,COL-COR-004-030,7.93,3.93
10295,2026-04-06,Injection Molding,IM-005,Shift 2,WO-11069,COR-006,COL-COR-006-013,10.95,6.81
10296,2026-04-07,Injection Molding,IM-005,Shift 1,WO-11070,COR-006,COL-COR-006-013,6.81,2.81
10297,2026-04-08,Injection Molding,IM-005,Shift 3,WO-11071,COR-006,COL-COR-006-013,2.81,0.0
10298,2026-04-08,Injection Molding,IM-005,Shift 3,WO-11071,COR-006,COL-COR-006-014,88.06,86.87
10299,2026-04-08,Injection Molding,IM-005,Shift 2,WO-11072,COR-004,COL-COR-004-030,3.93,0.0
10300,2026-04-08,Injection Molding,IM-005,Shift 2,WO-11072,COR-004,COL-COR-004-031,153.77,152.8
10301,2026-04-09,Injection Molding,IM-005,Shift 1,WO-11073,COR-004,COL-COR-004-031,152.8,148.8
10302,2026-04-10,Injection Molding,IM-005,Shift 3,WO-11074,COR-004,COL-COR-004-031,148.8,144.8
10303,2026-04-10,  Injection Molding  ,IM-005,Shift 2,WO-11075,COR-004,COL-COR-004-031,144.8,140.8
10304,2026-04-11,Injection Molding,IM-005,SHIFT 1,WO-11076,COR-004,COL-COR-004-031,140.8,136.51
10305,2026-04-12,Injection Molding,IM-005,Shift 1,WO-11077,COR-006,COL-COR-006-014,86.87,82.87
10306,2026-04-12,Injection Molding,IM-005,Shift 2,WO-11078,COR-004,COL-COR-004-031,136.51,132.51
10307,2026-04-13,Injection Molding,IM-005,Shift 2,WO-11079,COR-004,COL-COR-004-031,132.51,128.01
10308,2026-04-14,Injection Molding,IM-005,Shift 2,WO-11080,COR-004,COL-COR-004-031,128.01,124.01
10309,2026-04-15,Injection Molding,IM-005,Shift 1,WO-11081,COR-004,COL-COR-004-031,124.01,118.34
10310,2026-04-16,Injection Molding,IM-005,Shift 3,WO-11082,COR-004,COL-COR-004-031,118.34,114.34
10311,2026-04-16,Injection Molding,IM-005,Shift 1,WO-11083,COR-003,n/a,24.69,20.69
10312,2026-04-17,Injection Molding,IM-005,Shift 1,WO-11084,COR-004,COL-COR-004-031,114.34,110.34
10313,2026-04-18,Injection Molding,IM-005,Shift 3,WO-11085,COR-004,COL-COR-004-031,110.34,104.58
10314,2026-04-18,Injection Molding,IM-005,Shift 2,WO-11086,COR-004,COL-COR-004-031,104.58,100.58
10315,2026-04-19,Injection Molding,IM-005,Shift 1,WO-11087,COR-004,COL-COR-004-031,100.58,96.58
10316,2026-04-19,  Injection Molding  ,IM-005,SHIFT 2,WO-11088,COR-003,COL-COR-003-021,20.69,16.69
10317,2026-04-20,Injection Molding,IM-005,Shift 1,WO-11089,COR-003,COL-COR-003-021,16.69,12.69
10318,2026-04-21,Injection Molding,IM-005,Shift 3,WO-11090,COR-004,COL-COR-004-031,96.58,91.76
10319,2026-04-21,Injection Molding,IM-005,Shift 2,WO-11091,COR-004,COL-COR-004-031,91.76,87.17
10320,2026-04-22,injection molding,IM-005,SHIFT 1,WO-11092,COR-004,COL-COR-004-031,87.17,83.17
10321,2026-04-22,Injection Molding,IM-005,Shift 3,WO-11093,COR-004,COL-COR-004-031,83.17,79.17
10322,2026-04-23,Injection Molding,IM-005,  Shift 2  ,WO-11094,COR-004,COL-COR-004-031,79.17,74.15
10323,2026-04-24,Injection Molding,IM-005,Shift 1,WO-11095,COR-004,COL-COR-004-031,74.15,70.15
10324,2026-04-25,Injection Molding,IM-005,Shift 3,WO-11096,COR-004,COL-COR-004-031,70.15,66.15
