NCId,Date,Type,Source,Area,Process,Category,Severity,RelatedRecordId
NC-01236,2026-04-17,External,Incoming Inspection,Supplier Quality,  Incoming Inspection  ,Raw Material Non-Conformance,Minor,RM-HDPE-00096
NC-01237,2026-04-18,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-PP-00087
NC-01238,2026-04-21,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-rPET-00096
NC-01239,2026-04-23,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PVC-00089
NC-01240,2026-04-27,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-PP-00091
NC-01241,2026-04-29,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-PP-PCR-00095
NC-01242,2026-05-04,External,Incoming Inspection,Supplier Quality,  Incoming Inspection  ,Raw Material Non-Conformance,Minor,RM-PP-PCR-00097
NC-01243,2026-05-05,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-PETG-00094
NC-01244,2026-05-05,External,Incoming Inspection,Supplier Quality,incoming inspection,Raw Material Non-Conformance,Major,RM-rPET-00103
NC-01245,2026-05-06,External,Incoming Inspection,Supplier Quality,INCOMING INSPECTION,Raw Material Non-Conformance,Major,RM-LDPE-00105
NC-01246,2026-05-12,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-PP-PCR-00099
NC-01247,2026-05-13,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-HDPE-PCR-00099
NC-01248,2026-05-18,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-rPET-00109
NC-01249,2026-05-20,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-HDPE-PCR-00100
NC-01250,2026-05-24,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PVC-00099
NC-01251,2026-05-25,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-MDPE-00102
NC-01252,2026-05-26,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-MDPE-00103
NC-01253,2026-05-28,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-Masterbatch-00096
NC-01254,2026-05-29,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-PP-00103
NC-01255,2026-05-30,External,Incoming Inspection,Supplier Quality,INCOMING INSPECTION,Raw Material Non-Conformance,Major,RM-rPET-00110
NC-01256,2026-06-03,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-LDPE-00114
NC-01257,2026-06-07,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PP-00105
NC-01258,2026-06-09,External,Incoming Inspection,Supplier Quality,  Incoming Inspection  ,Raw Material Non-Conformance,Major,RM-PP-00107
NC-01259,2026-06-11,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-HDPE-00118
NC-01260,2026-06-12,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PVC-00103
NC-01261,2026-06-13,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-rPET-00116
NC-01262,2026-06-21,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-HDPE-PCR-00109
NC-01263,2026-06-21,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PP-00111
NC-01264,2026-06-21,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-rPET-00118
NC-01265,2026-06-23,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PVC-00104
NC-01266,2026-07-02,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-LDPE-00123
NC-01267,2026-07-02,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-PP-PCR-00113
NC-01268,2026-07-03,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-PET-00112
NC-01269,2026-07-11,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-MDPE-00116
NC-01270,2026-07-18,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-PP-PCR-00117
NC-01271,2026-07-19,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-PP-00122
NC-01272,2026-07-30,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-HDPE-PCR-00120
NC-01273,2026-08-04,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-PP-PCR-00123
NC-01274,2026-08-09,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PETG-00128
NC-01275,2026-08-12,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-MDPE-00129
NC-01276,2026-08-19,External,Incoming Inspection,Supplier Quality,INCOMING INSPECTION,Raw Material Non-Conformance,Minor,RM-Masterbatch-00119
NC-01277,2026-08-24,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-PP-00133
NC-01278,2026-08-24,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PVC-00118
NC-01279,2026-09-03,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PET-00133
NC-01280,2026-09-07,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PP-00139
NC-01281,2026-09-10,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-rPET-00135
NC-01282,2026-09-12,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PVC-00120
NC-01283,2026-09-19,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PETG-00145
NC-01284,2026-09-23,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-PP-PCR-00134
NC-01285,2026-09-27,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PP-00148
NC-01286,2026-10-02,External,Incoming Inspection,Supplier Quality,INCOMING INSPECTION,Raw Material Non-Conformance,Major,RM-LDPE-00147
NC-01287,2026-10-09,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-Masterbatch-00132
NC-01288,2026-10-09,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-PET-00148
NC-01289,2026-10-12,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PVC-00131
NC-01290,2026-10-14,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-PETG-00156
NC-01291,2026-10-19,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-HDPE-PCR-00148
NC-01292,2026-10-21,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PP-00157
NC-01293,2026-10-23,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-HDPE-00149
NC-01294,2026-10-24,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PETG-00159
NC-01295,2026-10-24,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PVC-00137
NC-01296,2026-10-26,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PET-00157
NC-01297,2026-10-27,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PP-00160
NC-01298,2026-11-04,External,Incoming Inspection,Supplier Quality,INCOMING INSPECTION,Raw Material Non-Conformance,Major,RM-PP-PCR-00145
NC-01299,2026-11-13,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-HDPE-00154
NC-01300,2026-11-17,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PVC-00142
NC-01301,2026-11-18,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-PP-00168
NC-01302,2026-11-19,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-PP-00169
NC-01303,2026-11-19,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PVC-00143
NC-01304,2026-11-20,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PVC-00144
NC-01305,2026-11-23,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-LDPE-00162
NC-01306,2026-11-23,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PVC-00146
NC-01307,2026-11-25,External,Incoming Inspection,Supplier Quality,INCOMING INSPECTION,Raw Material Non-Conformance,Minor,RM-LDPE-00163
NC-01308,2026-11-25,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PVC-00147
NC-01309,2026-11-27,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-PP-00172
NC-01310,2026-12-06,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PP-00175
NC-01311,2026-12-12,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PVC-00153
NC-01312,2026-12-13,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PP-00177
NC-01313,2026-12-18,External,Incoming Inspection,Supplier Quality,INCOMING INSPECTION,Raw Material Non-Conformance,Minor,RM-PP-00179
NC-01314,2026-12-18,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PVC-00155
NC-01315,2026-12-20,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PP-00180
NC-01316,2026-12-22,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-PP-00182
NC-01317,2026-12-26,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-PVC-00157
NC-01318,2026-12-30,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PVC-00159
NC-01319,2025-07-02,Internal,Lot Rejection,Production,Blow Molding,In-Process Quality Deviation,Major,LOTE-M-SOP-021-2890
NC-01320,2026-02-02,Internal,Lot Rejection,Production,Blow Molding,In-Process Quality Deviation,Major,LOTE-M-SOP-020-4751
NC-01321,2025-12-29,Internal,Lot Rejection,Production,Blow Molding,In-Process Quality Deviation,Major,LOTE-M-SOP-007-2146
NC-01322,2025-11-04,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-007-6836
NC-01323,2025-11-04,Internal,Lot Rejection,Production,INJECTION MOLDING,In-Process Quality Deviation,Major,LOTE-M-INJ-007-6836
NC-01324,2026-03-04,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-007-2189
NC-01325,2025-11-16,Internal,Lot Rejection,Production,Hot Foil Stamping,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-029-3429
NC-01326,2026-04-29,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-007-2233
